video_id,category_1,category_2,rank,task_id
BgVzdF8L3Rs,Hobbies and Crafts,Crafts,54,42787
SxTyHsRIOxE,Food and Entertaining,Drinks,88,118772
jCbWarPoICw,Food and Entertaining,Recipes,68,63402
raJswBGkdsI,Hobbies and Crafts,Crafts,89,93837
Pgg0UIt-PNw,Hobbies and Crafts,Crafts,35,60432
ov64hoSHRQE,Home and Garden,Home Improvements and Repairs,6,17586
NZTZI0gnErI,Food and Entertaining,Recipes,150,52132
EVe_xVwt_8g,Food and Entertaining,Recipes,8,97590
vXhUEu9We8A,Food and Entertaining,Recipes,41,64925
dJ7-OjgDvlg,Food and Entertaining,Herbs and Spices,71,111707
dyECo2Zf3Us,Food and Entertaining,Care and Use of Cooking Equipment,134,19734
PpQfM-izApQ,Home and Garden,Tools,94,4035
WQVjEh_yP5g,Food and Entertaining,Recipes,24,92483
pk4uRJCA4GE,Food and Entertaining,Recipes,52,99578
-4Qxe2tPHaU,Home and Garden,Housekeeping,177,101960
51ueotVckLc,Food and Entertaining,Recipes,115,120558
AB3I08zoXxg,Home and Garden,Housekeeping,57,101982
w-1jq7rocJk,Hobbies and Crafts,Woodworking,147,89892
8PZ8UdoDC5c,Home and Garden,Housekeeping,140,114065
0TlooVNC8uE,Personal Care and Style,Grooming,152,48502
08foSccOfyA,Food and Entertaining,Recipes,114,97670
lyYAikrRbNM,Hobbies and Crafts,Crafts,16,111344
y1jag6uAwCA,Food and Entertaining,Recipes,103,56680
6P9IgZKMdDs,Hobbies and Crafts,Crafts,107,54748
H7ruEGHFhOc,Food and Entertaining,Care and Use of Cooking Equipment,73,64354
Ah-0vxU9Kfw,Holidays and Traditions,Halloween,4,59415
YOW8jDYQVlE,Home and Garden,Home Improvements and Repairs,65,116470
KTbXKGQurjQ,Home and Garden,Housekeeping,57,116471
X4NRiZzGrJE,Food and Entertaining,Recipes,172,24337
ufNSKPRXQ4k,Hobbies and Crafts,Crafts,149,20614
2csJ77KSDmg,Food and Entertaining,Recipes,184,81898
57wElODcizg,Food and Entertaining,Recipes,90,79841
oBDu4fk-kXs,Food and Entertaining,Recipes,26,35745
0SCSM58SbEA,Arts and Entertainment,Music,50,117053
OgzFtdLQ-v0,Food and Entertaining,Recipes,52,103939
LGGmYvhmYJA,Food and Entertaining,Food Preparation,169,90979
4aj7PKV95DI,Home and Garden,Housekeeping,130,18146
FzM3JYJp7fM,Hobbies and Crafts,Crafts,72,62331
8acAHKnH-oA,Home and Garden,Home Improvements and Repairs,37,79499
luHLvmeTZHE,Cars & Other Vehicles,Aviation,90,109467
yqaqGYiCySI,Food and Entertaining,Drinks,51,32763
qNVwyneeWBU,Holidays and Traditions,Christmas,18,77160
rs5ixkpF9Ho,Home and Garden,Landscaping and Outdoor Building,25,11001
3oaWxIPA6pc,Home and Garden,Gardening,165,73974
IA275zc7jiU,Food and Entertaining,Drinks,43,25679
tiVUT6ngmqk,Hobbies and Crafts,Crafts,126,44182
12Nb4IXIKVM,Education and Communications,Subjects,29,381
zX1WUZNCVA0,Food and Entertaining,Recipes,174,16664
e_YCEMq3_jc,Home and Garden,Gardening,101,36026
lo9NS8f3mo8,Hobbies and Crafts,Crafts,53,7853
IuV2Egry69E,Hobbies and Crafts,,101,47411
9oiI8xyfFas,Hobbies and Crafts,Crafts,26,117093
2Uk3ckMWBas,Hobbies and Crafts,Crafts,43,119478
H9KNIEcVRH4,Food and Entertaining,Recipes,15,94183
eq6skSaV7kA,Hobbies and Crafts,Crafts,67,38151
s4vetra7Np4,Hobbies and Crafts,Woodworking,165,81325
feBsQXEp1tg,Hobbies and Crafts,Crafts,167,59236
Wruq1cyHEgo,Hobbies and Crafts,Crafts,145,60879
7ajYqhIJvAk,Food and Entertaining,Recipes,64,16679
l6MKRiV_g4Y,Home and Garden,Home Improvements and Repairs,19,18263
uDWH1RA-oJ4,Hobbies and Crafts,Crafts,2,10104
Oapt_R1wi0c,Cars & Other Vehicles,Scooters,34,18115
3wlgL9oBwtk,Food and Entertaining,Herbs and Spices,154,30898
WMRFAJFg1vw,Holidays and Traditions,Gift Giving,164,110247
UC3zy2DvbkI,Food and Entertaining,Recipes,75,106599
mFVxLGM3qnI,Home and Garden,Housekeeping,37,118375
dMQzpxtPD3Y,Hobbies and Crafts,Crafts,50,15279
Cecpsz9sX40,Food and Entertaining,Parties,8,98114
QzTN8oY6Of4,Food and Entertaining,Recipes,161,95570
r0oZzf8-HQo,Home and Garden,Home Improvements and Repairs,71,59711
tqG4sgFwdLA,Hobbies and Crafts,Crafts,119,50484
bXNcqPQphXk,Food and Entertaining,Recipes,59,108109
imu0or39gPE,Food and Entertaining,Recipes,112,15587
nW6Y2BlMsTQ,Hobbies and Crafts,Crafts,73,113022
pj-eiGjYUlg,Home and Garden,Gardening,82,88880
XPVbljk6GJc,Hobbies and Crafts,Crafts,6,37681
1w91RklTjbQ,Holidays and Traditions,Easter,87,55499
tvBIebA8vc0,Food and Entertaining,Recipes,69,90605
2_NchLcESqo,Food and Entertaining,Recipes,150,32140
cQOIoIdXARc,Food and Entertaining,Recipes,3,96826
6-Yusj-QuPo,Food and Entertaining,Recipes,79,58339
wyZWdCn1JVM,Health,Medication and Medical Equipment,175,119129
rNTcucQTgK0,Home and Garden,Gardening,59,113680
KUUsMLHSr8w,Food and Entertaining,Drinks,41,64805
kpNXxbJm5i0,Hobbies and Crafts,Crafts,42,82964
IFVN9OGMmdM,Food and Entertaining,Breakfast,62,91553
blagRvyeX8Y,Hobbies and Crafts,Crafts,20,11022
XR0evx-mq6w,Home and Garden,Housekeeping,37,17935
KmUOSgp9PKs,Home and Garden,Home Improvements and Repairs,46,55136
91jcAShfXEs,Food and Entertaining,Recipes,197,94533
tXTK4cPm89g,Cars & Other Vehicles,Cars,156,95162
LWoHlU7ALfU,Sports and Fitness,Team Sports,20,47360
Ux0SWYVgX0I,Sports and Fitness,Outdoor Recreation,114,76908
0rRMf71ofI4,Food and Entertaining,Breakfast,73,64903
SFbYRTH31ns,Hobbies and Crafts,Tricks and Pranks,52,105487
jkdWrKcbSpY,Food and Entertaining,Herbs and Spices,73,30884
JJkRPn3zVsM,Food and Entertaining,Care and Use of Cooking Equipment,164,10583
31R2lj8W96Q,Food and Entertaining,Recipes,81,118416
LEkohF25s6c,Food and Entertaining,Care and Use of Cooking Equipment,66,13454
Zix4QQW6T2g,Hobbies and Crafts,Woodworking,101,81298
hfbAGoNzMjo,Hobbies and Crafts,Crafts,172,122878
Bz9yaHoK5vQ,Hobbies and Crafts,Crafts,177,92811
TUhTUEcF75s,Hobbies and Crafts,Crafts,63,101767
Y-BUfnwLpPY,Food and Entertaining,Recipes,13,99767
H-_vvfuI1KU,Home and Garden,Tools,79,13074
tgioGH_l0X0,Food and Entertaining,Recipes,17,8413
2aSZZoScY70,Food and Entertaining,Drinks,15,20125
e7X4KzCnDfc,Pets and Animals,Dogs,2,25566
vZ_T5L82lQg,Hobbies and Crafts,Crafts,123,7836
KW8adKrcd_o,Home and Garden,Home Decorating,35,68980
1wVKbMOLyts,Hobbies and Crafts,Crafts,115,38151
GdeJ51zOR2I,Home and Garden,Home Improvements and Repairs,188,55105
GbfopTju_es,Hobbies and Crafts,Collecting,102,17306
HfjvlIAEsJY,Cars & Other Vehicles,Bicycles,10,29737
F6GbTMw7fFY,Hobbies and Crafts,Crafts,89,57441
GjzI7aAjno8,Home and Garden,Home Improvements and Repairs,44,96428
XGbQZJsgyso,Cars & Other Vehicles,Cars,170,71827
oflBSJe6w1Y,Food and Entertaining,Care and Use of Cooking Equipment,41,123295
oH3rL6tqUj0,Cars & Other Vehicles,Bicycles,1,40595
jhJyUZv-9ME,Home and Garden,Home Improvements and Repairs,72,28415
G1JXb7BSnG0,Home and Garden,Gardening,34,65731
xAeCbodQZl8,Personal Care and Style,Personal Hygiene,104,64465
tZqLhDYaWlA,Food and Entertaining,Recipes,82,23705
_X2o3VLPJa0,Food and Entertaining,Recipes,152,34887
BBzGOdpWBP4,Home and Garden,Home Improvements and Repairs,92,15392
l6_3MPqcW3Y,Food and Entertaining,Drinks,3,21885
2ZaOnPnj5c8,Home and Garden,Gardening,174,73991
ovepW7HgpDM,Food and Entertaining,Drinks,104,23583
Sfrj4oiSpio,Home and Garden,Gardening,55,98730
TEXSWMhUxoU,Food and Entertaining,Food Preparation,121,37757
rmZMt6jiK1Q,Home and Garden,Home Improvements and Repairs,141,6949
kf3ikPNvO30,Home and Garden,Gardening,77,60196
Nqxr0og1llo,Food and Entertaining,Recipes,99,98159
uSRkYARuLA8,Home and Garden,Home Improvements and Repairs,133,6948
KZzpqRhjlSU,Food and Entertaining,Recipes,163,101535
jj6XQfXA0CU,Food and Entertaining,Drinks,171,74321
LFkkJ2Z_n6E,Hobbies and Crafts,Crafts,63,69737
AsZfbbdahyo,Food and Entertaining,Drinks,50,114901
nGn_QHIfrhw,Home and Garden,Home Improvements and Repairs,1,6911
eOxZrCAPhok,Hobbies and Crafts,Crafts,1,30039
G6E9aYEQVa8,Hobbies and Crafts,Crafts,19,118776
EKME5VGZeOA,Home and Garden,Housekeeping,160,16237
a_aCVGcN6dY,Hobbies and Crafts,Crafts,140,92807
M0WWHvW7E8s,Food and Entertaining,Food Preparation,29,67144
YDyffqivDcc,Home and Garden,Gardening,153,41007
55uDJa7TqgU,Food and Entertaining,Recipes,57,102554
6EO80axQ6Dw,Hobbies and Crafts,Crafts,21,91332
KYivuMsON48,Cars & Other Vehicles,Driving Techniques,78,20027
hrJS_nYge0U,Food and Entertaining,Drinks,83,26671
dqrQD8GmX1o,Hobbies and Crafts,Crafts,58,29082
6VEpJ0BohIs,Hobbies and Crafts,Crafts,159,2214
hoPVK_BlnWY,Holidays and Traditions,Valentines Day,11,45848
seqKABb0U8U,Hobbies and Crafts,Crafts,80,69742
c9TwoSM7Sgw,Hobbies and Crafts,Crafts,156,19043
8-UHOsHefHU,Hobbies and Crafts,Toys,129,59733
DAaE25gUNUM,Personal Care and Style,Grooming,139,89274
R9F-W0ZtGzg,Food and Entertaining,Recipes,106,94074
ZO1nhDbqL-s,Food and Entertaining,Breakfast,9,88202
egnAGD6zlhw,Home and Garden,Home Improvements and Repairs,122,104670
zPd_hmG75ZY,Cars & Other Vehicles,Trucks,81,17973
iQnB3loT6cE,Home and Garden,Gardening,18,38076
JQGfae3e07k,Hobbies and Crafts,Crafts,65,86697
r9raJoVcd4w,Food and Entertaining,Food Preparation,168,38357
U49jolJfK7Q,Food and Entertaining,Recipes,139,82264
_WbLG-VgLLA,Food and Entertaining,Recipes,123,41973
kLaGpczNhEI,Pets and Animals,Birds,112,32673
HtHdPLEO7tM,Home and Garden,Housekeeping,70,79007
R7TgsShVW-0,Sports and Fitness,Personal Fitness,27,94155
feavRliVGvQ,Food and Entertaining,Recipes,56,106581
lfRExaKkU5A,Food and Entertaining,Recipes,113,37742
XyuNHmRGxas,Hobbies and Crafts,Tricks and Pranks,48,44122
-EwmVxfVAq0,Food and Entertaining,Holiday Cooking,30,91346
ezb-L38R5bc,Home and Garden,Housekeeping,58,18614
_bQOQAmQLhw,Home and Garden,Home Improvements and Repairs,96,36819
y1MatwegEC8,Food and Entertaining,Drinks,116,79261
y_X8pkBhYNc,Home and Garden,Home Improvements and Repairs,31,17514
kfjae9FjzuU,Food and Entertaining,Recipes,35,69057
Kbjcz6qwJtI,Hobbies and Crafts,Crafts,113,23063
raIza6Cw19k,Hobbies and Crafts,Crafts,60,19971
MwjnINh4yo0,Hobbies and Crafts,Tricks and Pranks,151,60876
OBC5l33x6ro,Food and Entertaining,Drinks,6,72949
VAedAhWwk30,Food and Entertaining,Recipes,164,20125
nvXH7RUn0KE,Home and Garden,Home Improvements and Repairs,66,13589
bUqvS5OVpJw,Food and Entertaining,Recipes,32,8362
OD9YMFDZqnE,Hobbies and Crafts,Drawing,62,54103
HUzI7uXUiv4,Food and Entertaining,Food Preparation,55,91089
uI2OwwA_9vI,Cars & Other Vehicles,Cars,160,40600
TsRpuDiVkic,Food and Entertaining,Drinks,9,54787
FcPYrvaCCyM,Holidays and Traditions,Halloween,25,87424
RjsaC0UPEtU,Home and Garden,Housekeeping,27,110264
m8tZC96pMdE,Health,Injury and Accidents,67,89966
plwU9oqkLro,Home and Garden,Gardening,118,81710
_b5Hxkn7fwY,Food and Entertaining,Drinks,158,74327
kca61ayv2mU,Hobbies and Crafts,Tricks and Pranks,34,22927
Ehhoax2g6MA,Home and Garden,Housekeeping,16,79006
zzw0RZstCEY,Home and Garden,Disaster Preparedness,119,12439
PInww4YUbB4,Food and Entertaining,Recipes,27,1778
qZ9S8gVji34,Food and Entertaining,Recipes,16,2192
eZxCQ6Exz-0,Cars & Other Vehicles,Cars,169,58367
FMr1sPyNM8s,Food and Entertaining,Breakfast,79,71191
tKoUcEcz1dM,Food and Entertaining,Drinks,71,22299
0CJ8bG24oFI,Food and Entertaining,Recipes,26,11984
CMvJzr2gmco,Education and Communications,Subjects,23,304
xSG3DQKW6VM,Food and Entertaining,Recipes,5,15342
ukN4Udp3JYM,Hobbies and Crafts,,3,16796
tpgav6ShthU,Food and Entertaining,Recipes,100,99248
daopWElQOrg,Health,Emotional Health,128,261
kxhQsx3gCKQ,Home and Garden,Home Decorating,113,73096
D7KaRcUTQeE,Health,,5,4417
-jspfQMyHqs,Holidays and Traditions,Halloween,160,5649
2_pL6aG7jWo,Home and Garden,Home Improvements and Repairs,57,17530
I5LzoOS6onk,Food and Entertaining,Recipes,21,109141
pL1rTo6p4yI,Food and Entertaining,Recipes,93,106408
E1_4hN62se8,Home and Garden,Home Decorating,174,121003
U3EnwGSMyiI,Food and Entertaining,Recipes,72,99843
M-Ohk-792IQ,Home and Garden,Home Improvements and Repairs,149,111488
FSA6Ovq3ms8,Food and Entertaining,Recipes,41,94481
KGmf1D-ST8Y,Home and Garden,Moving House and Packing,57,66859
bF9_DwERRSc,Cars & Other Vehicles,Cars,167,44791
pmiiL7nsDp0,Education and Communications,Subjects,67,307
rmdTX-6FZKk,Food and Entertaining,Recipes,147,99756
Vz6ejxYZ1b0,Cars & Other Vehicles,Trailers,8,87783
I8A1t6r52l0,Hobbies and Crafts,Crafts,80,111345
kgPh1s6hjeY,Hobbies and Crafts,Games,98,65662
XaHpnHNAQYw,Home and Garden,Home Improvements and Repairs,74,36840
VbNhswhnvuA,Home and Garden,Gardening,9,7558
7cbje3Q0pJY,Home and Garden,Home Improvements and Repairs,145,46666
JtG-_G7hj7E,Food and Entertaining,Herbs and Spices,85,111683
wDyxXGCVIuI,Education and Communications,Writing,8,198
iV2mni9KDnY,Home and Garden,Home Improvements and Repairs,122,15740
gvIQvfoOtSY,Cars & Other Vehicles,Cars,75,50129
NSLW89jd_Tw,Home and Garden,Housekeeping,16,7892
CrjNwAPVKso,Food and Entertaining,Recipes,102,1761
CARDc_IaDcY,Food and Entertaining,Recipes,83,30234
VPmRekO0B1g,Sports and Fitness,Outdoor Recreation,154,102101
UyCzmGQ5mes,Food and Entertaining,Food Preparation,147,67166
RHGWiFI5Qaw,Food and Entertaining,Herbs and Spices,112,30877
CpjrvXEL3Vw,Food and Entertaining,Recipes,56,97645
fU4H6Bw6ju0,Hobbies and Crafts,Crafts,9,10621
6sGijz01cbU,Food and Entertaining,Drinks,167,25940
JmnJG5VLJMs,Home and Garden,Landscaping and Outdoor Building,95,7565
UroyCLxg1JI,Home and Garden,Gardening,167,88659
DFi1wY7qj5c,Home and Garden,Housekeeping,138,28105
b9MuSMtBSgw,Food and Entertaining,Recipes,27,50904
ooKLSOdDBPQ,Food and Entertaining,Recipes,92,102574
R1Wk6JOmzU0,Cars & Other Vehicles,Cars,50,118115
gxYSsYSFrjQ,Home and Garden,Home Improvements and Repairs,127,17569
PKUIfmkZ6d4,Food and Entertaining,Recipes,69,106605
JfkctvBH9kQ,Hobbies and Crafts,Crafts,98,7153
BK9lRHEAN5w,Hobbies and Crafts,Fireworks,71,45299
5j3jiAmDfak,Home and Garden,Tools,74,77465
lz-qxGf714E,Pets and Animals,Bugs,114,39830
EFljYENVoFE,Food and Entertaining,Breakfast,19,68277
jgNF47v5KBs,Home and Garden,Home Improvements and Repairs,72,94252
ZndXp27-QBQ,Food and Entertaining,Recipes,27,94303
G2ZSpZYLqXQ,Hobbies and Crafts,Crafts,139,69730
ieqIs_WV6Mg,Food and Entertaining,Recipes,123,97672
EUvmO7c96Gs,Food and Entertaining,Recipes,19,91905
uVieA2qUMBk,Home and Garden,Landscaping and Outdoor Building,62,48428
b867TZwyw6M,Home and Garden,Home Improvements and Repairs,49,117441
N548GTsj9YE,Home and Garden,Tools,79,13072
EKad-blKVeo,Hobbies and Crafts,Tricks and Pranks,21,69434
eDiFqwckBGQ,Food and Entertaining,Recipes,39,34809
wWN64PWrZOk,Home and Garden,Housekeeping,21,801
rjR7b1sy8IU,Food and Entertaining,Recipes,144,120198
4Oft6425GX0,Food and Entertaining,Recipes,16,44301
8LQhrHyX-kM,Pets and Animals,Fish,22,17397
u8T5SyFMFaE,Home and Garden,Home Improvements and Repairs,37,114054
s90oE5c4qRg,Home and Garden,Housekeeping,81,12637
BlEZbiPLoXA,Hobbies and Crafts,Woodworking,9,80661
OwJWXT0iKNo,Food and Entertaining,Food Preparation,105,91098
2Aq29CmDjR8,Education and Communications,Subjects,5,369
J6CBug9MxbY,Food and Entertaining,Recipes,61,94521
NlPQJwu3vMI,Hobbies and Crafts,Woodworking,166,57698
bZCBYT0MSxs,Food and Entertaining,Recipes,18,6189
nuG4yFprTWo,Food and Entertaining,Recipes,32,93274
fKFxl0tuxoA,Hobbies and Crafts,Crafts,88,85472
yzmgO--aFlY,Food and Entertaining,Recipes,197,96066
-d9Ndn1-g7w,Food and Entertaining,Food Preparation,70,91232
3Nl4K7OVJiQ,Home and Garden,Landscaping and Outdoor Building,89,104978
6DNEX4abbq0,Food and Entertaining,Recipes,84,34956
4_NfaQHX4kU,Food and Entertaining,Recipes,14,71202
PU3aCvzFEuE,Home and Garden,Home Improvements and Repairs,172,73473
pVcg6fayDEQ,Arts and Entertainment,Music,140,75175
jUacP4u5Dbw,Home and Garden,Landscaping and Outdoor Building,26,13266
IFx7YnMJXCY,Hobbies and Crafts,Crafts,8,80586
_5T9yjYdue4,Holidays and Traditions,Gift Giving,50,110218
BV_8W6TbRdE,Food and Entertaining,Recipes,140,3998
YDIEwZ0s6Vs,Home and Garden,Housekeeping,125,17877
AvTUrbW7YGo,Hobbies and Crafts,Crafts,157,10137
lfIucOZwmNE,Hobbies and Crafts,Crafts,48,116568
P95rGeHMGIg,Home and Garden,Tools,142,105808
tGAOyZvBEzE,Food and Entertaining,Drinks,56,26672
Dsx3JYsFoTc,Holidays and Traditions,Halloween,179,59387
U1MPnyZevbU,Food and Entertaining,Recipes,34,9142
qNiQ-XiJF7M,Food and Entertaining,Recipes,12,80062
dY4inDXOQg8,Home and Garden,Home Improvements and Repairs,30,3695
VK-4BNiB9YU,Hobbies and Crafts,Woodworking,134,81305
EJdbPftLQkA,Pets and Animals,Dogs,32,73261
bTGQb6C_vZ8,Hobbies and Crafts,Sculpting,148,18771
zE87X_ptTs4,Home and Garden,Tools,131,80675
RpIRrJdz2-0,Food and Entertaining,Breakfast,124,64004
vYgSOxd2VBU,Hobbies and Crafts,Games,31,86570
OxMStx437DY,Food and Entertaining,Recipes,153,86012
vLgclyapM6U,Holidays and Traditions,Halloween,42,30959
364JsY5ED4k,Hobbies and Crafts,Crafts,97,104861
rg2Zj8gGp8o,Hobbies and Crafts,Crafts,32,118990
053cvNdlJIA,Food and Entertaining,Drinks,170,118803
2aPRmaQ6r3Q,Cars & Other Vehicles,Motorcycles,140,64263
woVvg-Il_9U,Home and Garden,Housekeeping,80,119397
CeB5eOy7BwA,Hobbies and Crafts,Crafts,3,36431
1BO6jTBcsxE,Food and Entertaining,Recipes,95,5679
bDrWBEmu2_g,Hobbies and Crafts,Woodworking,110,47275
u2w8ALps15U,Food and Entertaining,Recipes,36,91519
xZSSIVxQUy0,Hobbies and Crafts,Crafts,38,42795
hcVxVA731Hk,Food and Entertaining,Drinks,32,26698
cVB1_99Rd4E,Food and Entertaining,Drinks,158,32686
Rk6gJyM9rkY,Home and Garden,Home Improvements and Repairs,65,48165
S0levsTjzQE,Pets and Animals,Birds,156,37502
2maGOJ2h1fM,Hobbies and Crafts,Crafts,162,7815
gzQBsRGi0hM,Food and Entertaining,Drinks,35,118776
tK9B_2BMmFU,Food and Entertaining,Herbs and Spices,98,30884
PAxX2eKElkA,Hobbies and Crafts,Crafts,117,42324
bY_nBb61TwY,Food and Entertaining,Recipes,94,1329
YeChZMgoa7M,Hobbies and Crafts,Crafts,5,91501
U1jffxtTFos,Home and Garden,Home Improvements and Repairs,116,108091
Pg7HX-p9QkQ,Home and Garden,Home Improvements and Repairs,119,59694
PoEz-hTjrtg,Health,Emotional Health,114,286
Efv7jzQrDDc,Food and Entertaining,Drinks,25,13456
47WBSFkwpW8,Food and Entertaining,Breakfast,2,102709
dsZ5WwR5NHU,Food and Entertaining,Recipes,83,15308
84j1Wvh-1YU,Food and Entertaining,Food Preparation,48,73357
ST2D0mcrcXQ,Education and Communications,Subjects,128,358
_KCxmLtSggA,Home and Garden,Housekeeping,106,120441
JyQmEG9qmfw,Hobbies and Crafts,Crafts,51,111075
NF6ro1uOFBc,Hobbies and Crafts,Crafts,186,12880
78-xFBZdvn4,Food and Entertaining,Recipes,32,99819
ltkHknf82S8,Food and Entertaining,Recipes,25,122812
rDyWbjejXuU,Pets and Animals,Birds,3,68558
WBwvqFm8HbQ,Computers and Electronics,Phones and Gadgets,185,103120
9GSYo75sfCY,Food and Entertaining,Recipes,64,12880
bqYkoZpOOI4,Food and Entertaining,Recipes,23,114876
XV1gmbGPLx4,Food and Entertaining,Recipes,78,50368
fVO903qoC6I,Education and Communications,Subjects,156,325
SdxGCXy2NE4,Food and Entertaining,Drinks,19,23583
bq-fA21pe6M,Hobbies and Crafts,Toys,124,77518
lDZUjk5e3dc,Home and Garden,Housekeeping,75,89093
hvjpH_6E_mU,,,1,12658
ZhsQ2p7AqRQ,Pets and Animals,Horses,12,110866
PPCCe_7nAHs,Home and Garden,Housekeeping,161,17924
wTEMyj-MDZk,Home and Garden,Home Improvements and Repairs,21,55134
xAOiQZ0TdAM,Food and Entertaining,Recipes,44,34143
NDF8J0F_toc,Food and Entertaining,Recipes,98,3989
VcLxJjSUhag,Food and Entertaining,Recipes,177,99555
QxncRwMHP7E,Food and Entertaining,Drinks,33,121402
l8RLQdynSGk,Hobbies and Crafts,Woodworking,9,92125
A15kApkMAdU,Food and Entertaining,Recipes,111,58304
gdQC-y01scE,Food and Entertaining,Drinks,34,22275
6CkMbbdnRSg,Food and Entertaining,Recipes,13,35790
q4F8qf-r404,Hobbies and Crafts,Toys,9,26416
2D4cr10Sb-w,Holidays and Traditions,Christmas,81,102325
mnyQ5wtznOg,Personal Care and Style,Grooming,140,100284
rPeTw6SBRAQ,Home and Garden,Home Improvements and Repairs,157,72140
ug_Y454tBiQ,Food and Entertaining,Recipes,32,91876
7ocK8SZ3k9Q,Cars & Other Vehicles,Cars,75,95085
qs3r1z5loBk,Cars & Other Vehicles,Off Road Vehicles,3,40595
VkZc8NqAGZI,Food and Entertaining,Recipes,100,71757
x34_9hPi7bI,Pets and Animals,Cats,14,3589
mhY4e_UMX9I,Home and Garden,Home Improvements and Repairs,57,35209
D35PZpJAtXI,Hobbies and Crafts,Crafts,32,101169
MCkrfx_3DT0,Home and Garden,Home Improvements and Repairs,137,45195
Jy5MqU_1A14,Food and Entertaining,Recipes,47,113011
JZ7uh62o8BM,Home and Garden,Home Improvements and Repairs,179,93000
dpRywUkR6Pg,Home and Garden,Home Improvements and Repairs,102,35241
rwzNwhzDjpM,Hobbies and Crafts,Woodworking,142,47253
cy9VmtaOM-c,Food and Entertaining,Recipes,164,122819
PShm0RQUgOk,Food and Entertaining,Recipes,156,14136
JS46Y0Xerog,Hobbies and Crafts,Tricks and Pranks,91,22918
gcgC3V3mkcw,Home and Garden,Home Improvements and Repairs,73,60451
VKSHCYjl8YQ,Home and Garden,Home Improvements and Repairs,86,48369
c_eyrJTwpcQ,Home and Garden,Gardening,21,40993
NVu3fbjHcBg,Food and Entertaining,Recipes,160,11528
VisSLalCnmE,Cars & Other Vehicles,Cars,151,118349
ln1RYXkjNno,Food and Entertaining,Recipes,153,95570
BtoSeHA0Gn0,Food and Entertaining,Recipes,105,29482
tgPVbCYb-lY,Hobbies and Crafts,Crafts,98,86988
edlHmNWAPso,Home and Garden,,97,27790
JHvaRn1eYfs,Home and Garden,Home Improvements and Repairs,156,18281
xJ-fK--HnjY,Pets and Animals,Wildlife,66,41425
MVDEU17N3fQ,Food and Entertaining,Recipes,96,94075
OsI2UzJQ0FQ,Food and Entertaining,Recipes,133,15468
ZeR_33r7U9U,Cars & Other Vehicles,Cars,150,58358
3DvoO5O_umI,Food and Entertaining,Recipes,106,42896
e7gE4yPrjj8,Holidays and Traditions,Halloween,65,79252
7QrWwlybiw4,Food and Entertaining,Recipes,35,102668
IB-CF0xCiDY,Home and Garden,Home Improvements and Repairs,110,35184
3G_J8VLjykM,Food and Entertaining,Recipes,114,96142
3QV9jsraKVE,Food and Entertaining,Drinks,93,72985
-NfQLsHbJDs,Food and Entertaining,Recipes,98,34840
JUvbKz6u-_M,Home and Garden,Home Improvements and Repairs,167,102485
pSuLeug9OKY,Food and Entertaining,Recipes,92,50892
gwqOJyAOZQw,Home and Garden,Housekeeping,37,12644
0jo5nMw__WE,Home and Garden,Housekeeping,56,52036
l-416OBZCZc,Hobbies and Crafts,Games,11,47169
2mwwbkUgqvQ,Food and Entertaining,Recipes,145,106601
XhC_Gz3x6tE,Food and Entertaining,Recipes,65,15557
D6-1EJuJj_E,Home and Garden,Tools,55,113055
j3OdcBwa68E,Food and Entertaining,Cooking for Children,36,35771
1XHm7eiH7rs,Food and Entertaining,Food Preparation,111,91789
a4JYq2i4DJU,Food and Entertaining,Recipes,10,84744
slvzsRioyZc,Cars & Other Vehicles,Driving Techniques,39,2297
iJ6bV2KArh8,Cars & Other Vehicles,Cars,74,95094
i-h-ZB0o6_8,Food and Entertaining,Recipes,16,3994
8b6VqlTJ1z8,Food and Entertaining,Recipes,81,41692
5Hh71R3QKHo,Cars & Other Vehicles,Cars,110,97204
2V-ThSwqeCo,Holidays and Traditions,Halloween,39,115778
qIF6m00K27E,Hobbies and Crafts,Crafts,145,65546
TGkwkAYg-HA,Food and Entertaining,Recipes,84,15337
zzu5wf_Y3Is,Home and Garden,Landscaping and Outdoor Building,54,9518
0TWsNWMld0M,Food and Entertaining,Drinks,119,25720
wgyoYnc-wAo,Food and Entertaining,Recipes,3,116673
Mybq3lmyZxA,Home and Garden,Gardening,101,90076
5dSPaKMNNoU,Food and Entertaining,Recipes,5,1325
-C2dLxHpr_A,Home and Garden,Home Improvements and Repairs,131,114099
XmhntKl-QPw,Food and Entertaining,Recipes,129,3924
jlMk6iS1r-Q,Food and Entertaining,Recipes,185,99765
gdQ6_P2tfFE,Hobbies and Crafts,Tricks and Pranks,38,118186
LjTQ0bsq_4w,Food and Entertaining,Drinks,71,64809
j1B7cjVVjyM,Home and Garden,Housekeeping,56,28993
QqhuwtU_NSY,Pets and Animals,Small and Furry,88,102809
B8-QyKLl0SA,Home and Garden,Home Decorating,129,105682
982ms6aFP2E,Food and Entertaining,Drinks,132,121324
XYvC0UHJcyI,Home and Garden,Gardening,157,36581
Zht9mitzMkc,Home and Garden,Housekeeping,79,7884
ulddsiLxn_A,Food and Entertaining,Recipes,88,84739
VtOECg1ZQhA,Food and Entertaining,Care and Use of Cooking Equipment,48,8618
xPtO7cOQsfw,Hobbies and Crafts,Crafts,30,27737
